Item #,Data Order,Data Element,Form Version,Packet,Form ID,UDS Question,Data Type,Data Length,Column 1,Column 2,RANGE1,RANGE2,MISS1,MISS2,MISS3,MISS4,MISS5,MISS6,VAL1,VAL2,VAL3,VAL4,VAL5,VAL6,VAL7,VAL8,VAL9,VAL10,VAL11,VAL12,VAL1D,VAL2D,VAL3D,VAL4D,VAL5D,VAL6D,VAL7D,VAL8D,VAL9D,VAL10D,VAL11D,VAL12D,BLANKS1,BLANKS2,BLANKS3,BLANKS4,BLANKS5,SKIPS1,SKIPS2
6af4,69,SIB6NEU,3,F,A3,Sibling 6 - Neurological problem,Num,1,612,612,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6af4 SIB6NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6af4 SIB6NEU = 9 (Unknown), then skip the remaining questions in the row"
6af5,70,SIB6PDX,3,F,A3,Sibling 6 - Primary diagnosis,Num,3,614,616,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6af4 SIB6NEU = 8 (N/A),Blank if Question 6af4 SIB6NEU = 9 (Unknown),,,
6af6,71,SIB6MOE,3,F,A3,Sibling 6 - Method of evaluation,Num,1,618,618,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6af4 SIB6NEU = 8 (N/A),Blank if Question 6af4 SIB6NEU = 9 (Unknown),,,
6af7,72,SIB6AGO,3,F,A3,Sibling 6 - Age of onset,Num,3,620,622,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6af4 SIB6NEU = 8 (N/A),Blank if Question 6af4 SIB6NEU = 9 (Unknown),,,
6ag1,73,SIB7MOB,3,F,A3,Sibling 7 - Birth month,Num,2,624,625,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ag2,74,SIB7YOB,3,F,A3,Sibling 7 - Birth year,Num,4,627,630,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ag3,75,SIB7AGD,3,F,A3,Sibling 7 - Age at death,Num,3,632,634,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ag4,76,SIB7NEU,3,F,A3,Sibling 7 - Neurological problem,Num,1,636,636,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6ag4 SIB7NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6ag4 SIB7NEU = 9 (Unknown), then skip the remaining questions in the row"
6ag5,77,SIB7PDX,3,F,A3,Sibling 7 - Primary diagnosis,Num,3,638,640,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ag4 SIB7NEU = 8 (N/A),Blank if Question 6ag4 SIB7NEU = 9 (Unknown),,,
6ag6,78,SIB7MOE,3,F,A3,Sibling 7 - Method of evaluation,Num,1,642,642,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ag4 SIB7NEU = 8 (N/A),Blank if Question 6ag4 SIB7NEU = 9 (Unknown),,,
6ag7,79,SIB7AGO,3,F,A3,Sibling 7 - Age of onset,Num,3,644,646,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ag4 SIB7NEU = 8 (N/A),Blank if Question 6ag4 SIB7NEU = 9 (Unknown),,,
6ah1,80,SIB8MOB,3,F,A3,Sibling 8 - Birth month,Num,2,648,649,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ah2,81,SIB8YOB,3,F,A3,Sibling 8 - Birth year,Num,4,651,654,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ah3,82,SIB8AGD,3,F,A3,Sibling 8 - Age at death,Num,3,656,658,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ah4,83,SIB8NEU,3,F,A3,Sibling 8 - Neurological problem,Num,1,660,660,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6ah4 SIB8NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6ah4 SIB8NEU = 9 (Unknown), then skip the remaining questions in the row"
6ah5,84,SIB8PDX,3,F,A3,Sibling 8 - Primary diagnosis,Num,3,662,664,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ah4 SIB8NEU = 8 (N/A),Blank if Question 6ah4 SIB8NEU = 9 (Unknown),,,
6ah6,85,SIB8MOE,3,F,A3,Sibling 8 - Method of evaluation,Num,1,666,666,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ah4 SIB8NEU = 8 (N/A),Blank if Question 6ah4 SIB8NEU = 9 (Unknown),,,
6ah7,86,SIB8AGO,3,F,A3,Sibling 8 - Age of onset,Num,3,668,670,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ah4 SIB8NEU = 8 (N/A),Blank if Question 6ah4 SIB8NEU = 9 (Unknown),,,
6ai1,87,SIB9MOB,3,F,A3,Sibling 9 - Birth month,Num,2,672,673,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ai2,88,SIB9YOB,3,F,A3,Sibling 9 - Birth year,Num,4,675,678,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ai3,89,SIB9AGD,3,F,A3,Sibling 9 - Age at death,Num,3,680,682,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ai4,90,SIB9NEU,3,F,A3,Sibling 9 - Neurological problem,Num,1,684,684,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6ai4 SIB9NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6ai4 SIB9NEU = 9 (Unknown), then skip the remaining questions in the row"
6ai5,91,SIB9PDX,3,F,A3,Sibling 9 - Primary diagnosis,Num,3,686,688,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ai4 SIB9NEU = 8 (N/A),Blank if Question 6ai4 SIB9NEU = 9 (Unknown),,,
6ai6,92,SIB9MOE,3,F,A3,Sibling 9 - Method of evaluation,Num,1,690,690,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ai4 SIB9NEU = 8 (N/A),Blank if Question 6ai4 SIB9NEU = 9 (Unknown),,,
6ai7,93,SIB9AGO,3,F,A3,Sibling 9 - Age of onset,Num,3,692,694,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ai4 SIB9NEU = 8 (N/A),Blank if Question 6ai4 SIB9NEU = 9 (Unknown),,,
6aj1,94,SIB10MOB,3,F,A3,Sibling 10 - Birth month,Num,2,696,697,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6aj2,95,SIB10YOB,3,F,A3,Sibling 10 - Birth year,Num,4,699,702,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6aj3,96,SIB10AGD,3,F,A3,Sibling 10 - Age at death,Num,3,704,706,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6aj4,97,SIB10NEU,3,F,A3,Sibling 10 - Neurological problem,Num,1,708,708,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6aj4 SIB10NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6aj4 SIB10NEU = 9 (Unknown), then skip the remaining questions in the row"
6aj5,98,SIB10PDX,3,F,A3,Sibling 10 - Primary diagnosis,Num,3,710,712,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6aj4 SIB10NEU = 8 (N/A),Blank if Question 6aj4 SIB10NEU = 9 (Unknown),,,
6aj6,99,SIB10MOE,3,F,A3,Sibling 10 - Method of evaluation,Num,1,714,714,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6aj4 SIB10NEU = 8 (N/A),Blank if Question 6aj4 SIB10NEU = 9 (Unknown),,,
6aj7,100,SIB10AGO,3,F,A3,Sibling 10 - Age of onset,Num,3,716,718,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6aj4 SIB10NEU = 8 (N/A),Blank if Question 6aj4 SIB10NEU = 9 (Unknown),,,
6ak1,101,SIB11MOB,3,F,A3,Sibling 11 - Birth month,Num,2,720,721,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ak2,102,SIB11YOB,3,F,A3,Sibling 11 - Birth year,Num,4,723,726,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ak3,103,SIB11AGD,3,F,A3,Sibling 11 - Age at death,Num,3,728,730,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ak4,104,SIB11NEU,3,F,A3,Sibling 11 - Neurological problem,Num,1,732,732,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6ak4 SIB11NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6ak4 SIB11NEU = 9 (Unknown), then skip the remaining questions in the row"
6ak5,105,SIB11PDX,3,F,A3,Sibling 11 - Primary diagnosis,Num,3,734,736,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ak4 SIB11NEU = 8 (N/A),Blank if Question 6ak4 SIB11NEU = 9 (Unknown),,,
6ak6,106,SIB11MOE,3,F,A3,Sibling 11 - Method of evaluation,Num,1,738,738,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ak4 SIB11NEU = 8 (N/A),Blank if Question 6ak4 SIB11NEU = 9 (Unknown),,,
6ak7,107,SIB11AGO,3,F,A3,Sibling 11 - Age of onset,Num,3,740,742,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ak4 SIB11NEU = 8 (N/A),Blank if Question 6ak4 SIB11NEU = 9 (Unknown),,,
6al1,108,SIB12MOB,3,F,A3,Sibling 12 - Birth month,Num,2,744,745,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6al2,109,SIB12YOB,3,F,A3,Sibling 12 - Birth year,Num,4,747,750,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6al3,110,SIB12AGD,3,F,A3,Sibling 12 - Age at death,Num,3,752,754,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6al4,111,SIB12NEU,3,F,A3,Sibling 12 - Neurological problem,Num,1,756,756,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6al4 SIB12NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6al4 SIB12NEU = 9 (Unknown), then skip the remaining questions in the row"
6al5,112,SIB12PDX,3,F,A3,Sibling 12 - Primary diagnosis,Num,3,758,760,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6al4 SIB12NEU = 8 (N/A),Blank if Question 6al4 SIB12NEU = 9 (Unknown),,,
6al6,113,SIB12MOE,3,F,A3,Sibling 12 - Method of evaluation,Num,1,762,762,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6al4 SIB12NEU = 8 (N/A),Blank if Question 6al4 SIB12NEU = 9 (Unknown),,,
6al7,114,SIB12AGO,3,F,A3,Sibling 12 - Age of onset,Num,3,764,766,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6al4 SIB12NEU = 8 (N/A),Blank if Question 6al4 SIB12NEU = 9 (Unknown),,,
6am1,115,SIB13MOB,3,F,A3,Sibling 13 - Birth month,Num,2,768,769,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6am2,116,SIB13YOB,3,F,A3,Sibling 13 - Birth year,Num,4,771,774,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6am3,117,SIB13AGD,3,F,A3,Sibling 13 - Age at death,Num,3,776,778,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6am4,118,SIB13NEU,3,F,A3,Sibling 13 - Neurological problem,Num,1,780,780,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6am4 SIB13NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6am4 SIB13NEU = 9 (Unknown), then skip the remaining questions in the row"
6am5,119,SIB13PDX,3,F,A3,Sibling 13 - Primary diagnosis,Num,3,782,784,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6am4 SIB13NEU = 8 (N/A),Blank if Question 6am4 SIB13NEU = 9 (Unknown),,,
6am6,120,SIB13MOE,3,F,A3,Sibling 13 - Method of evaluation,Num,1,786,786,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6am4 SIB13NEU = 8 (N/A),Blank if Question 6am4 SIB13NEU = 9 (Unknown),,,
6am7,121,SIB13AGO,3,F,A3,Sibling 13 - Age of onset,Num,3,788,790,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6am4 SIB13NEU = 8 (N/A),Blank if Question 6am4 SIB13NEU = 9 (Unknown),,,
6an1,122,SIB14MOB,3,F,A3,Sibling 14 - Birth month,Num,2,792,793,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6an2,123,SIB14YOB,3,F,A3,Sibling 14 - Birth year,Num,4,795,798,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6an3,124,SIB14AGD,3,F,A3,Sibling 14 - Age at death,Num,3,800,802,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6an4,125,SIB14NEU,3,F,A3,Sibling 14 - Neurological problem,Num,1,804,804,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6an4 SIB14NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6an4 SIB14NEU = 9 (Unknown), then skip the remaining questions in the row"
6an5,126,SIB14PDX,3,F,A3,Sibling 14 - Primary diagnosis,Num,3,806,808,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6an4 SIB14NEU = 8 (N/A),Blank if Question 6an4 SIB14NEU = 9 (Unknown),,,
6an6,127,SIB14MOE,3,F,A3,Sibling 14 - Method of evaluation,Num,1,810,810,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6an4 SIB14NEU = 8 (N/A),Blank if Question 6an4 SIB14NEU = 9 (Unknown),,,
6an7,128,SIB14AGO,3,F,A3,Sibling 14 - Age of onset,Num,3,812,814,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6an4 SIB14NEU = 8 (N/A),Blank if Question 6an4 SIB14NEU = 9 (Unknown),,,
6ao1,129,SIB15MOB,3,F,A3,Sibling 15 - Birth month,Num,2,816,817,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ao2,130,SIB15YOB,3,F,A3,Sibling 15 - Birth year,Num,4,819,822,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ao3,131,SIB15AGD,3,F,A3,Sibling 15 - Age at death,Num,3,824,826,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ao4,132,SIB15NEU,3,F,A3,Sibling 15 - Neurological problem,Num,1,828,828,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6ao4 SIB15NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6ao4 SIB15NEU = 9 (Unknown), then skip the remaining questions in the row"
